probability	multiplicity	num_to_draw	deck_size
     0.036	(2, 2, 3, 4, 4)	        12	        51
     0.082	(2, 2, 3, 4, 4)	        13	        51
     0.086	(2, 2, 3, 4, 4)	        14	        51
      0.12	(2, 2, 3, 4, 4)	        15	        51
     0.116	(2, 2, 3, 4, 4)	        16	        51
     0.172	(2, 2, 3, 4, 4)	        17	        51
       0.0	(2, 2, 3, 4, 4)	         5	        52
       0.0	(2, 2, 3, 4, 4)	         6	        52
     0.004	(2, 2, 3, 4, 4)	         7	        52
     0.004	(2, 2, 3, 4, 4)	         8	        52
     0.006	(2, 2, 3, 4, 4)	         9	        52
     0.012	(2, 2, 3, 4, 4)	        10	        52
     0.034	(2, 2, 3, 4, 4)	        11	        52
     0.062	(2, 2, 3, 4, 4)	        12	        52
     0.066	(2, 2, 3, 4, 4)	        13	        52
     0.094	(2, 2, 3, 4, 4)	        14	        52
       0.1	(2, 2, 3, 4, 4)	        15	        52
     0.166	(2, 2, 3, 4, 4)	        16	        52
      0.19	(2, 2, 3, 4, 4)	        17	        52
     0.018	(2, 3, 3, 3, 3)	         5	        18
     0.076	(2, 3, 3, 3, 3)	         6	        18
     0.156	(2, 3, 3, 3, 3)	         7	        18
     0.292	(2, 3, 3, 3, 3)	         8	        18
     0.462	(2, 3, 3, 3, 3)	         9	        18
     0.526	(2, 3, 3, 3, 3)	        10	        18
     0.728	(2, 3, 3, 3, 3)	        11	        18
     0.798	(2, 3, 3, 3, 3)	        12	        18
     0.876	(2, 3, 3, 3, 3)	        13	        18
     0.946	(2, 3, 3, 3, 3)	        14	        18
     0.978	(2, 3, 3, 3, 3)	        15	        18
     0.998	(2, 3, 3, 3, 3)	        16	        18
       1.0	(2, 3, 3, 3, 3)	        17	        18
      0.01	(2, 3, 3, 3, 3)	         5	        19
     0.058	(2, 3, 3, 3, 3)	         6	        19
     0.132	(2, 3, 3, 3, 3)	         7	        19
     0.218	(2, 3, 3, 3, 3)	         8	        19
     0.334	(2, 3, 3, 3, 3)	         9	        19
     0.542	(2, 3, 3, 3, 3)	        10	        19
     0.666	(2, 3, 3, 3, 3)	        11	        19
      0.74	(2, 3, 3, 3, 3)	        12	        19
     0.832	(2, 3, 3, 3, 3)	        13	        19
     0.896	(2, 3, 3, 3, 3)	        14	        19
     0.968	(2, 3, 3, 3, 3)	        15	        19
     0.982	(2, 3, 3, 3, 3)	        16	        19
     0.984	(2, 3, 3, 3, 3)	        17	        19
     0.012	(2, 3, 3, 3, 3)	         5	        20
     0.036	(2, 3, 3, 3, 3)	         6	        20
      0.12	(2, 3, 3, 3, 3)	         7	        20
     0.178	(2, 3, 3, 3, 3)	         8	        20
     0.326	(2, 3, 3, 3, 3)	         9	        20
     0.456	(2, 3, 3, 3, 3)	        10	        20
     0.598	(2, 3, 3, 3, 3)	        11	        20
     0.694	(2, 3, 3, 3, 3)	        12	        20
     0.778	(2, 3, 3, 3, 3)	        13	        20
     0.852	(2, 3, 3, 3, 3)	        14	        20
      0.91	(2, 3, 3, 3, 3)	        15	        20
     0.956	(2, 3, 3, 3, 3)	        16	        20
      0.98	(2, 3, 3, 3, 3)	        17	        20
     0.014	(2, 3, 3, 3, 3)	         5	        21
      0.04	(2, 3, 3, 3, 3)	         6	        21
     0.078	(2, 3, 3, 3, 3)	         7	        21
     0.138	(2, 3, 3, 3, 3)	         8	        21
     0.266	(2, 3, 3, 3, 3)	         9	        21
     0.364	(2, 3, 3, 3, 3)	        10	        21
     0.504	(2, 3, 3, 3, 3)	        11	        21
       0.6	(2, 3, 3, 3, 3)	        12	        21
     0.694	(2, 3, 3, 3, 3)	        13	        21
     0.774	(2, 3, 3, 3, 3)	        14	        21
     0.884	(2, 3, 3, 3, 3)	        15	        21
     0.928	(2, 3, 3, 3, 3)	        16	        21
     0.962	(2, 3, 3, 3, 3)	        17	        21
     0.004	(2, 3, 3, 3, 3)	         5	        22
      0.02	(2, 3, 3, 3, 3)	         6	        22
     0.076	(2, 3, 3, 3, 3)	         7	        22
     0.132	(2, 3, 3, 3, 3)	         8	        22
     0.216	(2, 3, 3, 3, 3)	         9	        22
     0.332	(2, 3, 3, 3, 3)	        10	        22
      0.42	(2, 3, 3, 3, 3)	        11	        22
      0.56	(2, 3, 3, 3, 3)	        12	        22
     0.686	(2, 3, 3, 3, 3)	        13	        22
     0.764	(2, 3, 3, 3, 3)	        14	        22
     0.844	(2, 3, 3, 3, 3)	        15	        22
      0.88	(2, 3, 3, 3, 3)	        16	        22
     0.924	(2, 3, 3, 3, 3)	        17	        22
     0.008	(2, 3, 3, 3, 3)	         5	        23
      0.03	(2, 3, 3, 3, 3)	         6	        23
     0.062	(2, 3, 3, 3, 3)	         7	        23
     0.114	(2, 3, 3, 3, 3)	         8	        23
     0.174	(2, 3, 3, 3, 3)	         9	        23
     0.274	(2, 3, 3, 3, 3)	        10	        23
     0.384	(2, 3, 3, 3, 3)	        11	        23
     0.468	(2, 3, 3, 3, 3)	        12	        23
      0.55	(2, 3, 3, 3, 3)	        13	        23
     0.658	(2, 3, 3, 3, 3)	        14	        23
     0.766	(2, 3, 3, 3, 3)	        15	        23
     0.846	(2, 3, 3, 3, 3)	        16	        23
       0.9	(2, 3, 3, 3, 3)	        17	        23
     0.008	(2, 3, 3, 3, 3)	         5	        24
     0.012	(2, 3, 3, 3, 3)	         6	        24
      0.04	(2, 3, 3, 3, 3)	         7	        24
     0.112	(2, 3, 3, 3, 3)	         8	        24
     0.178	(2, 3, 3, 3, 3)	         9	        24
     0.198	(2, 3, 3, 3, 3)	        10	        24
     0.354	(2, 3, 3, 3, 3)	        11	        24
     0.424	(2, 3, 3, 3, 3)	        12	        24
     0.554	(2, 3, 3, 3, 3)	        13	        24
     0.666	(2, 3, 3, 3, 3)	        14	        24
       0.7	(2, 3, 3, 3, 3)	        15	        24
     0.776	(2, 3, 3, 3, 3)	        16	        24
     0.862	(2, 3, 3, 3, 3)	        17	        24
       0.0	(2, 3, 3, 3, 3)	         5	        25
     0.022	(2, 3, 3, 3, 3)	         6	        25
      0.04	(2, 3, 3, 3, 3)	         7	        25
      0.06	(2, 3, 3, 3, 3)	         8	        25
     0.114	(2, 3, 3, 3, 3)	         9	        25
       0.2	(2, 3, 3, 3, 3)	        10	        25
     0.296	(2, 3, 3, 3, 3)	        11	        25
     0.386	(2, 3, 3, 3, 3)	        12	        25
      0.51	(2, 3, 3, 3, 3)	        13	        25
     0.578	(2, 3, 3, 3, 3)	        14	        25
      0.67	(2, 3, 3, 3, 3)	        15	        25
     0.738	(2, 3, 3, 3, 3)	        16	        25
     0.828	(2, 3, 3, 3, 3)	        17	        25
       0.0	(2, 3, 3, 3, 3)	         5	        26
     0.008	(2, 3, 3, 3, 3)	         6	        26
     0.034	(2, 3, 3, 3, 3)	         7	        26
     0.068	(2, 3, 3, 3, 3)	         8	        26
      0.14	(2, 3, 3, 3, 3)	         9	        26
     0.186	(2, 3, 3, 3, 3)	        10	        26
     0.288	(2, 3, 3, 3, 3)	        11	        26
     0.364	(2, 3, 3, 3, 3)	        12	        26
     0.456	(2, 3, 3, 3, 3)	        13	        26
     0.546	(2, 3, 3, 3, 3)	        14	        26
     0.612	(2, 3, 3, 3, 3)	        15	        26
      0.71	(2, 3, 3, 3, 3)	        16	        26
     0.772	(2, 3, 3, 3, 3)	        17	        26
     0.002	(2, 3, 3, 3, 3)	         5	        27
     0.012	(2, 3, 3, 3, 3)	         6	        27
     0.034	(2, 3, 3, 3, 3)	         7	        27
     0.066	(2, 3, 3, 3, 3)	         8	        27
     0.092	(2, 3, 3, 3, 3)	         9	        27
     0.176	(2, 3, 3, 3, 3)	        10	        27
     0.226	(2, 3, 3, 3, 3)	        11	        27
     0.336	(2, 3, 3, 3, 3)	        12	        27
      0.38	(2, 3, 3, 3, 3)	        13	        27
     0.484	(2, 3, 3, 3, 3)	        14	        27
      0.55	(2, 3, 3, 3, 3)	        15	        27
     0.674	(2, 3, 3, 3, 3)	        16	        27
     0.728	(2, 3, 3, 3, 3)	        17	        27
     0.008	(2, 3, 3, 3, 3)	         5	        28
      0.01	(2, 3, 3, 3, 3)	         6	        28
     0.022	(2, 3, 3, 3, 3)	         7	        28
      0.05	(2, 3, 3, 3, 3)	         8	        28
       0.1	(2, 3, 3, 3, 3)	         9	        28
     0.134	(2, 3, 3, 3, 3)	        10	        28
     0.186	(2, 3, 3, 3, 3)	        11	        28
     0.238	(2, 3, 3, 3, 3)	        12	        28
     0.394	(2, 3, 3, 3, 3)	        13	        28
      0.43	(2, 3, 3, 3, 3)	        14	        28
      0.53	(2, 3, 3, 3, 3)	        15	        28
     0.618	(2, 3, 3, 3, 3)	        16	        28
     0.666	(2, 3, 3, 3, 3)	        17	        28
       0.0	(2, 3, 3, 3, 3)	         5	        29
     0.012	(2, 3, 3, 3, 3)	         6	        29
     0.016	(2, 3, 3, 3, 3)	         7	        29
     0.032	(2, 3, 3, 3, 3)	         8	        29
     0.086	(2, 3, 3, 3, 3)	         9	        29
     0.106	(2, 3, 3, 3, 3)	        10	        29
     0.164	(2, 3, 3, 3, 3)	        11	        29
      0.22	(2, 3, 3, 3, 3)	        12	        29
     0.284	(2, 3, 3, 3, 3)	        13	        29
     0.394	(2, 3, 3, 3, 3)	        14	        29
     0.496	(2, 3, 3, 3, 3)	        15	        29
     0.538	(2, 3, 3, 3, 3)	        16	        29
      0.64	(2, 3, 3, 3, 3)	        17	        29
       0.0	(2, 3, 3, 3, 3)	         5	        30
     0.008	(2, 3, 3, 3, 3)	         6	        30
     0.028	(2, 3, 3, 3, 3)	         7	        30
      0.03	(2, 3, 3, 3, 3)	         8	        30
     0.066	(2, 3, 3, 3, 3)	         9	        30
      0.11	(2, 3, 3, 3, 3)	        10	        30
     0.184	(2, 3, 3, 3, 3)	        11	        30
     0.242	(2, 3, 3, 3, 3)	        12	        30
     0.338	(2, 3, 3, 3, 3)	        13	        30
      0.34	(2, 3, 3, 3, 3)	        14	        30
      0.46	(2, 3, 3, 3, 3)	        15	        30
     0.534	(2, 3, 3, 3, 3)	        16	        30
     0.594	(2, 3, 3, 3, 3)	        17	        30
       0.0	(2, 3, 3, 3, 3)	         5	        31
     0.002	(2, 3, 3, 3, 3)	         6	        31
     0.016	(2, 3, 3, 3, 3)	         7	        31
      0.02	(2, 3, 3, 3, 3)	         8	        31
     0.062	(2, 3, 3, 3, 3)	         9	        31
      0.07	(2, 3, 3, 3, 3)	        10	        31
     0.128	(2, 3, 3, 3, 3)	        11	        31
     0.196	(2, 3, 3, 3, 3)	        12	        31
      0.25	(2, 3, 3, 3, 3)	        13	        31
     0.342	(2, 3, 3, 3, 3)	        14	        31
      0.44	(2, 3, 3, 3, 3)	        15	        31
      0.47	(2, 3, 3, 3, 3)	        16	        31
     0.564	(2, 3, 3, 3, 3)	        17	        31
       0.0	(2, 3, 3, 3, 3)	         5	        32
     0.008	(2, 3, 3, 3, 3)	         6	        32
      0.01	(2, 3, 3, 3, 3)	         7	        32
     0.032	(2, 3, 3, 3, 3)	         8	        32
      0.04	(2, 3, 3, 3, 3)	         9	        32
     0.068	(2, 3, 3, 3, 3)	        10	        32
     0.114	(2, 3, 3, 3, 3)	        11	        32
     0.166	(2, 3, 3, 3, 3)	        12	        32
     0.224	(2, 3, 3, 3, 3)	        13	        32
      0.36	(2, 3, 3, 3, 3)	        14	        32
      0.38	(2, 3, 3, 3, 3)	        15	        32
      0.47	(2, 3, 3, 3, 3)	        16	        32
     0.506	(2, 3, 3, 3, 3)	        17	        32
       0.0	(2, 3, 3, 3, 3)	         5	        33
     0.002	(2, 3, 3, 3, 3)	         6	        33
     0.006	(2, 3, 3, 3, 3)	         7	        33
     0.026	(2, 3, 3, 3, 3)	         8	        33
     0.038	(2, 3, 3, 3, 3)	         9	        33
     0.084	(2, 3, 3, 3, 3)	        10	        33
     0.094	(2, 3, 3, 3, 3)	        11	        33
      0.14	(2, 3, 3, 3, 3)	        12	        33
     0.196	(2, 3, 3, 3, 3)	        13	        33
     0.272	(2, 3, 3, 3, 3)	        14	        33
     0.312	(2, 3, 3, 3, 3)	        15	        33
     0.424	(2, 3, 3, 3, 3)	        16	        33
     0.458	(2, 3, 3, 3, 3)	        17	        33
       0.0	(2, 3, 3, 3, 3)	         5	        34
     0.002	(2, 3, 3, 3, 3)	         6	        34
     0.012	(2, 3, 3, 3, 3)	         7	        34
     0.026	(2, 3, 3, 3, 3)	         8	        34
     0.054	(2, 3, 3, 3, 3)	         9	        34
     0.066	(2, 3, 3, 3, 3)	        10	        34
     0.114	(2, 3, 3, 3, 3)	        11	        34
     0.132	(2, 3, 3, 3, 3)	        12	        34
     0.216	(2, 3, 3, 3, 3)	        13	        34
     0.254	(2, 3, 3, 3, 3)	        14	        34
       0.3	(2, 3, 3, 3, 3)	        15	        34
       0.4	(2, 3, 3, 3, 3)	        16	        34
     0.456	(2, 3, 3, 3, 3)	        17	        34
       0.0	(2, 3, 3, 3, 3)	         5	        35
     0.004	(2, 3, 3, 3, 3)	         6	        35
     0.006	(2, 3, 3, 3, 3)	         7	        35
      0.02	(2, 3, 3, 3, 3)	         8	        35
     0.022	(2, 3, 3, 3, 3)	         9	        35
     0.062	(2, 3, 3, 3, 3)	        10	        35
     0.086	(2, 3, 3, 3, 3)	        11	        35
      0.13	(2, 3, 3, 3, 3)	        12	        35
     0.188	(2, 3, 3, 3, 3)	        13	        35
     0.214	(2, 3, 3, 3, 3)	        14	        35
     0.266	(2, 3, 3, 3, 3)	        15	        35
     0.334	(2, 3, 3, 3, 3)	        16	        35
     0.404	(2, 3, 3, 3, 3)	        17	        35
     0.002	(2, 3, 3, 3, 3)	         5	        36
     0.004	(2, 3, 3, 3, 3)	         6	        36
      0.01	(2, 3, 3, 3, 3)	         7	        36
     0.006	(2, 3, 3, 3, 3)	         8	        36
     0.028	(2, 3, 3, 3, 3)	         9	        36
      0.04	(2, 3, 3, 3, 3)	        10	        36
     0.062	(2, 3, 3, 3, 3)	        11	        36
     0.104	(2, 3, 3, 3, 3)	        12	        36
     0.124	(2, 3, 3, 3, 3)	        13	        36
     0.186	(2, 3, 3, 3, 3)	        14	        36
     0.286	(2, 3, 3, 3, 3)	        15	        36
     0.336	(2, 3, 3, 3, 3)	        16	        36
      0.41	(2, 3, 3, 3, 3)	        17	        36
       0.0	(2, 3, 3, 3, 3)	         5	        37
       0.0	(2, 3, 3, 3, 3)	         6	        37
     0.002	(2, 3, 3, 3, 3)	         7	        37
     0.014	(2, 3, 3, 3, 3)	         8	        37
     0.024	(2, 3, 3, 3, 3)	         9	        37
     0.044	(2, 3, 3, 3, 3)	        10	        37
     0.054	(2, 3, 3, 3, 3)	        11	        37
      0.12	(2, 3, 3, 3, 3)	        12	        37
      0.12	(2, 3, 3, 3, 3)	        13	        37
     0.196	(2, 3, 3, 3, 3)	        14	        37
     0.254	(2, 3, 3, 3, 3)	        15	        37
     0.274	(2, 3, 3, 3, 3)	        16	        37
     0.366	(2, 3, 3, 3, 3)	        17	        37
       0.0	(2, 3, 3, 3, 3)	         5	        38
       0.0	(2, 3, 3, 3, 3)	         6	        38
     0.008	(2, 3, 3, 3, 3)	         7	        38
     0.016	(2, 3, 3, 3, 3)	         8	        38
     0.016	(2, 3, 3, 3, 3)	         9	        38
     0.038	(2, 3, 3, 3, 3)	        10	        38
      0.06	(2, 3, 3, 3, 3)	        11	        38
     0.118	(2, 3, 3, 3, 3)	        12	        38
     0.116	(2, 3, 3, 3, 3)	        13	        38
     0.162	(2, 3, 3, 3, 3)	        14	        38
     0.218	(2, 3, 3, 3, 3)	        15	        38
     0.236	(2, 3, 3, 3, 3)	        16	        38
     0.302	(2, 3, 3, 3, 3)	        17	        38
       0.0	(2, 3, 3, 3, 3)	         5	        39
     0.002	(2, 3, 3, 3, 3)	         6	        39
     0.012	(2, 3, 3, 3, 3)	         7	        39
     0.008	(2, 3, 3, 3, 3)	         8	        39
     0.026	(2, 3, 3, 3, 3)	         9	        39
     0.034	(2, 3, 3, 3, 3)	        10	        39
      0.06	(2, 3, 3, 3, 3)	        11	        39
     0.108	(2, 3, 3, 3, 3)	        12	        39
     0.108	(2, 3, 3, 3, 3)	        13	        39
     0.128	(2, 3, 3, 3, 3)	        14	        39
     0.166	(2, 3, 3, 3, 3)	        15	        39
     0.232	(2, 3, 3, 3, 3)	        16	        39
     0.322	(2, 3, 3, 3, 3)	        17	        39
       0.0	(2, 3, 3, 3, 3)	         5	        40
       0.0	(2, 3, 3, 3, 3)	         6	        40
     0.004	(2, 3, 3, 3, 3)	         7	        40
      0.01	(2, 3, 3, 3, 3)	         8	        40
     0.018	(2, 3, 3, 3, 3)	         9	        40
      0.04	(2, 3, 3, 3, 3)	        10	        40
     0.052	(2, 3, 3, 3, 3)	        11	        40
      0.06	(2, 3, 3, 3, 3)	        12	        40
      0.09	(2, 3, 3, 3, 3)	        13	        40
      0.14	(2, 3, 3, 3, 3)	        14	        40
     0.152	(2, 3, 3, 3, 3)	        15	        40
     0.206	(2, 3, 3, 3, 3)	        16	        40
      0.29	(2, 3, 3, 3, 3)	        17	        40
       0.0	(2, 3, 3, 3, 3)	         5	        41
     0.002	(2, 3, 3, 3, 3)	         6	        41
     0.006	(2, 3, 3, 3, 3)	         7	        41
     0.002	(2, 3, 3, 3, 3)	         8	        41
     0.016	(2, 3, 3, 3, 3)	         9	        41
      0.03	(2, 3, 3, 3, 3)	        10	        41
     0.046	(2, 3, 3, 3, 3)	        11	        41
      0.08	(2, 3, 3, 3, 3)	        12	        41
     0.096	(2, 3, 3, 3, 3)	        13	        41
      0.12	(2, 3, 3, 3, 3)	        14	        41
     0.174	(2, 3, 3, 3, 3)	        15	        41
     0.188	(2, 3, 3, 3, 3)	        16	        41
     0.274	(2, 3, 3, 3, 3)	        17	        41
       0.0	(2, 3, 3, 3, 3)	         5	        42
     0.002	(2, 3, 3, 3, 3)	         6	        42
     0.002	(2, 3, 3, 3, 3)	         7	        42
     0.008	(2, 3, 3, 3, 3)	         8	        42
     0.004	(2, 3, 3, 3, 3)	         9	        42
     0.024	(2, 3, 3, 3, 3)	        10	        42
     0.046	(2, 3, 3, 3, 3)	        11	        42
      0.06	(2, 3, 3, 3, 3)	        12	        42
     0.104	(2, 3, 3, 3, 3)	        13	        42
     0.102	(2, 3, 3, 3, 3)	        14	        42
     0.164	(2, 3, 3, 3, 3)	        15	        42
     0.204	(2, 3, 3, 3, 3)	        16	        42
     0.192	(2, 3, 3, 3, 3)	        17	        42
       0.0	(2, 3, 3, 3, 3)	         5	        43
     0.002	(2, 3, 3, 3, 3)	         6	        43
       0.0	(2, 3, 3, 3, 3)	         7	        43
     0.002	(2, 3, 3, 3, 3)	         8	        43
      0.01	(2, 3, 3, 3, 3)	         9	        43
      0.03	(2, 3, 3, 3, 3)	        10	        43
     0.024	(2, 3, 3, 3, 3)	        11	        43
     0.056	(2, 3, 3, 3, 3)	        12	        43
      0.09	(2, 3, 3, 3, 3)	        13	        43
     0.088	(2, 3, 3, 3, 3)	        14	        43
     0.118	(2, 3, 3, 3, 3)	        15	        43
     0.184	(2, 3, 3, 3, 3)	        16	        43
     0.226	(2, 3, 3, 3, 3)	        17	        43
       0.0	(2, 3, 3, 3, 3)	         5	        44
     0.002	(2, 3, 3, 3, 3)	         6	        44
       0.0	(2, 3, 3, 3, 3)	         7	        44
     0.002	(2, 3, 3, 3, 3)	         8	        44
     0.004	(2, 3, 3, 3, 3)	         9	        44
     0.018	(2, 3, 3, 3, 3)	        10	        44
      0.02	(2, 3, 3, 3, 3)	        11	        44
     0.058	(2, 3, 3, 3, 3)	        12	        44
     0.082	(2, 3, 3, 3, 3)	        13	        44
      0.12	(2, 3, 3, 3, 3)	        14	        44
     0.124	(2, 3, 3, 3, 3)	        15	        44
      0.13	(2, 3, 3, 3, 3)	        16	        44
      0.21	(2, 3, 3, 3, 3)	        17	        44
       0.0	(2, 3, 3, 3, 3)	         5	        45
       0.0	(2, 3, 3, 3, 3)	         6	        45
       0.0	(2, 3, 3, 3, 3)	         7	        45
       0.0	(2, 3, 3, 3, 3)	         8	        45
     0.004	(2, 3, 3, 3, 3)	         9	        45
     0.014	(2, 3, 3, 3, 3)	        10	        45
     0.034	(2, 3, 3, 3, 3)	        11	        45
     0.044	(2, 3, 3, 3, 3)	        12	        45
     0.062	(2, 3, 3, 3, 3)	        13	        45
     0.086	(2, 3, 3, 3, 3)	        14	        45
     0.126	(2, 3, 3, 3, 3)	        15	        45
     0.164	(2, 3, 3, 3, 3)	        16	        45
      0.22	(2, 3, 3, 3, 3)	        17	        45
       0.0	(2, 3, 3, 3, 3)	         5	        46
       0.0	(2, 3, 3, 3, 3)	         6	        46
       0.0	(2, 3, 3, 3, 3)	         7	        46
     0.004	(2, 3, 3, 3, 3)	         8	        46
       0.0	(2, 3, 3, 3, 3)	         9	        46
     0.018	(2, 3, 3, 3, 3)	        10	        46
     0.018	(2, 3, 3, 3, 3)	        11	        46
      0.05	(2, 3, 3, 3, 3)	        12	        46
     0.046	(2, 3, 3, 3, 3)	        13	        46
     0.078	(2, 3, 3, 3, 3)	        14	        46
     0.106	(2, 3, 3, 3, 3)	        15	        46
     0.144	(2, 3, 3, 3, 3)	        16	        46
     0.188	(2, 3, 3, 3, 3)	        17	        46
       0.0	(2, 3, 3, 3, 3)	         5	        47
       0.0	(2, 3, 3, 3, 3)	         6	        47
       0.0	(2, 3, 3, 3, 3)	         7	        47
     0.006	(2, 3, 3, 3, 3)	         8	        47
     0.024	(2, 3, 3, 3, 3)	         9	        47
      0.02	(2, 3, 3, 3, 3)	        10	        47
