probability	multiplicity	num_to_draw	deck_size
     0.758	    (3, 4)	        16	        38
     0.746	    (3, 4)	        17	        38
     0.024	    (3, 4)	         2	        39
     0.046	    (3, 4)	         3	        39
     0.096	    (3, 4)	         4	        39
     0.138	    (3, 4)	         5	        39
     0.178	    (3, 4)	         6	        39
     0.232	    (3, 4)	         7	        39
      0.32	    (3, 4)	         8	        39
     0.388	    (3, 4)	         9	        39
     0.442	    (3, 4)	        10	        39
       0.5	    (3, 4)	        11	        39
     0.508	    (3, 4)	        12	        39
     0.576	    (3, 4)	        13	        39
     0.612	    (3, 4)	        14	        39
     0.684	    (3, 4)	        15	        39
     0.688	    (3, 4)	        16	        39
      0.77	    (3, 4)	        17	        39
     0.012	    (3, 4)	         2	        40
     0.034	    (3, 4)	         3	        40
      0.07	    (3, 4)	         4	        40
      0.12	    (3, 4)	         5	        40
      0.17	    (3, 4)	         6	        40
     0.198	    (3, 4)	         7	        40
     0.286	    (3, 4)	         8	        40
     0.344	    (3, 4)	         9	        40
     0.374	    (3, 4)	        10	        40
     0.438	    (3, 4)	        11	        40
     0.494	    (3, 4)	        12	        40
      0.54	    (3, 4)	        13	        40
     0.622	    (3, 4)	        14	        40
     0.674	    (3, 4)	        15	        40
     0.692	    (3, 4)	        16	        40
     0.756	    (3, 4)	        17	        40
      0.02	    (3, 4)	         2	        41
     0.034	    (3, 4)	         3	        41
     0.064	    (3, 4)	         4	        41
     0.106	    (3, 4)	         5	        41
     0.142	    (3, 4)	         6	        41
     0.208	    (3, 4)	         7	        41
     0.268	    (3, 4)	         8	        41
     0.354	    (3, 4)	         9	        41
     0.372	    (3, 4)	        10	        41
     0.496	    (3, 4)	        11	        41
     0.486	    (3, 4)	        12	        41
     0.556	    (3, 4)	        13	        41
     0.574	    (3, 4)	        14	        41
     0.638	    (3, 4)	        15	        41
     0.704	    (3, 4)	        16	        41
     0.734	    (3, 4)	        17	        41
     0.016	    (3, 4)	         2	        42
      0.04	    (3, 4)	         3	        42
     0.054	    (3, 4)	         4	        42
     0.116	    (3, 4)	         5	        42
     0.146	    (3, 4)	         6	        42
     0.208	    (3, 4)	         7	        42
     0.254	    (3, 4)	         8	        42
      0.32	    (3, 4)	         9	        42
     0.374	    (3, 4)	        10	        42
      0.44	    (3, 4)	        11	        42
     0.534	    (3, 4)	        12	        42
      0.52	    (3, 4)	        13	        42
      0.55	    (3, 4)	        14	        42
     0.616	    (3, 4)	        15	        42
     0.644	    (3, 4)	        16	        42
     0.736	    (3, 4)	        17	        42
     0.012	    (3, 4)	         2	        43
     0.042	    (3, 4)	         3	        43
      0.08	    (3, 4)	         4	        43
     0.124	    (3, 4)	         5	        43
      0.15	    (3, 4)	         6	        43
     0.176	    (3, 4)	         7	        43
     0.264	    (3, 4)	         8	        43
     0.324	    (3, 4)	         9	        43
     0.324	    (3, 4)	        10	        43
     0.384	    (3, 4)	        11	        43
     0.472	    (3, 4)	        12	        43
     0.516	    (3, 4)	        13	        43
     0.556	    (3, 4)	        14	        43
     0.596	    (3, 4)	        15	        43
     0.646	    (3, 4)	        16	        43
     0.708	    (3, 4)	        17	        43
     0.016	    (3, 4)	         2	        44
     0.032	    (3, 4)	         3	        44
     0.054	    (3, 4)	         4	        44
      0.11	    (3, 4)	         5	        44
     0.122	    (3, 4)	         6	        44
      0.19	    (3, 4)	         7	        44
     0.244	    (3, 4)	         8	        44
       0.3	    (3, 4)	         9	        44
     0.364	    (3, 4)	        10	        44
     0.408	    (3, 4)	        11	        44
     0.456	    (3, 4)	        12	        44
     0.552	    (3, 4)	        13	        44
      0.52	    (3, 4)	        14	        44
      0.63	    (3, 4)	        15	        44
     0.632	    (3, 4)	        16	        44
     0.658	    (3, 4)	        17	        44
      0.01	    (3, 4)	         2	        45
      0.03	    (3, 4)	         3	        45
      0.08	    (3, 4)	         4	        45
      0.08	    (3, 4)	         5	        45
     0.142	    (3, 4)	         6	        45
     0.202	    (3, 4)	         7	        45
      0.25	    (3, 4)	         8	        45
     0.292	    (3, 4)	         9	        45
      0.32	    (3, 4)	        10	        45
      0.37	    (3, 4)	        11	        45
     0.456	    (3, 4)	        12	        45
     0.482	    (3, 4)	        13	        45
     0.536	    (3, 4)	        14	        45
     0.542	    (3, 4)	        15	        45
     0.574	    (3, 4)	        16	        45
      0.63	    (3, 4)	        17	        45
     0.006	    (3, 4)	         2	        46
      0.05	    (3, 4)	         3	        46
     0.064	    (3, 4)	         4	        46
     0.114	    (3, 4)	         5	        46
     0.116	    (3, 4)	         6	        46
     0.206	    (3, 4)	         7	        46
     0.258	    (3, 4)	         8	        46
     0.262	    (3, 4)	         9	        46
     0.324	    (3, 4)	        10	        46
     0.372	    (3, 4)	        11	        46
      0.42	    (3, 4)	        12	        46
     0.484	    (3, 4)	        13	        46
     0.484	    (3, 4)	        14	        46
     0.582	    (3, 4)	        15	        46
     0.594	    (3, 4)	        16	        46
     0.656	    (3, 4)	        17	        46
     0.004	    (3, 4)	         2	        47
     0.034	    (3, 4)	         3	        47
     0.058	    (3, 4)	         4	        47
     0.086	    (3, 4)	         5	        47
     0.116	    (3, 4)	         6	        47
     0.158	    (3, 4)	         7	        47
     0.206	    (3, 4)	         8	        47
     0.264	    (3, 4)	         9	        47
     0.312	    (3, 4)	        10	        47
     0.338	    (3, 4)	        11	        47
     0.392	    (3, 4)	        12	        47
     0.464	    (3, 4)	        13	        47
      0.47	    (3, 4)	        14	        47
     0.528	    (3, 4)	        15	        47
     0.586	    (3, 4)	        16	        47
     0.628	    (3, 4)	        17	        47
      0.01	    (3, 4)	         2	        48
      0.04	    (3, 4)	         3	        48
     0.062	    (3, 4)	         4	        48
     0.084	    (3, 4)	         5	        48
     0.152	    (3, 4)	         6	        48
     0.168	    (3, 4)	         7	        48
     0.196	    (3, 4)	         8	        48
     0.248	    (3, 4)	         9	        48
     0.326	    (3, 4)	        10	        48
     0.362	    (3, 4)	        11	        48
     0.384	    (3, 4)	        12	        48
     0.462	    (3, 4)	        13	        48
      0.48	    (3, 4)	        14	        48
     0.544	    (3, 4)	        15	        48
     0.566	    (3, 4)	        16	        48
     0.624	    (3, 4)	        17	        48
     0.014	    (3, 4)	         2	        49
     0.026	    (3, 4)	         3	        49
     0.062	    (3, 4)	         4	        49
     0.102	    (3, 4)	         5	        49
     0.114	    (3, 4)	         6	        49
     0.158	    (3, 4)	         7	        49
     0.188	    (3, 4)	         8	        49
     0.234	    (3, 4)	         9	        49
     0.304	    (3, 4)	        10	        49
     0.338	    (3, 4)	        11	        49
     0.396	    (3, 4)	        12	        49
      0.43	    (3, 4)	        13	        49
     0.518	    (3, 4)	        14	        49
     0.504	    (3, 4)	        15	        49
     0.556	    (3, 4)	        16	        49
      0.59	    (3, 4)	        17	        49
     0.014	    (3, 4)	         2	        50
     0.024	    (3, 4)	         3	        50
     0.056	    (3, 4)	         4	        50
     0.062	    (3, 4)	         5	        50
     0.128	    (3, 4)	         6	        50
     0.186	    (3, 4)	         7	        50
      0.17	    (3, 4)	         8	        50
      0.25	    (3, 4)	         9	        50
     0.272	    (3, 4)	        10	        50
      0.32	    (3, 4)	        11	        50
      0.37	    (3, 4)	        12	        50
     0.426	    (3, 4)	        13	        50
     0.504	    (3, 4)	        14	        50
     0.522	    (3, 4)	        15	        50
     0.506	    (3, 4)	        16	        50
      0.59	    (3, 4)	        17	        50
     0.012	    (3, 4)	         2	        51
     0.026	    (3, 4)	         3	        51
      0.05	    (3, 4)	         4	        51
     0.072	    (3, 4)	         5	        51
     0.118	    (3, 4)	         6	        51
     0.172	    (3, 4)	         7	        51
     0.166	    (3, 4)	         8	        51
      0.25	    (3, 4)	         9	        51
     0.276	    (3, 4)	        10	        51
     0.316	    (3, 4)	        11	        51
     0.396	    (3, 4)	        12	        51
      0.44	    (3, 4)	        13	        51
     0.436	    (3, 4)	        14	        51
      0.48	    (3, 4)	        15	        51
     0.524	    (3, 4)	        16	        51
      0.56	    (3, 4)	        17	        51
     0.008	    (3, 4)	         2	        52
     0.016	    (3, 4)	         3	        52
      0.04	    (3, 4)	         4	        52
      0.06	    (3, 4)	         5	        52
     0.112	    (3, 4)	         6	        52
     0.156	    (3, 4)	         7	        52
     0.204	    (3, 4)	         8	        52
     0.226	    (3, 4)	         9	        52
      0.28	    (3, 4)	        10	        52
     0.342	    (3, 4)	        11	        52
     0.368	    (3, 4)	        12	        52
      0.39	    (3, 4)	        13	        52
     0.438	    (3, 4)	        14	        52
     0.476	    (3, 4)	        15	        52
      0.54	    (3, 4)	        16	        52
      0.57	    (3, 4)	        17	        52
     0.006	    (1, 1)	         2	        18
     0.018	    (1, 1)	         3	        18
     0.046	    (1, 1)	         4	        18
     0.046	    (1, 1)	         5	        18
     0.086	    (1, 1)	         6	        18
      0.14	    (1, 1)	         7	        18
      0.18	    (1, 1)	         8	        18
     0.254	    (1, 1)	         9	        18
     0.292	    (1, 1)	        10	        18
     0.368	    (1, 1)	        11	        18
     0.424	    (1, 1)	        12	        18
      0.55	    (1, 1)	        13	        18
     0.628	    (1, 1)	        14	        18
     0.676	    (1, 1)	        15	        18
     0.768	    (1, 1)	        16	        18
     0.914	    (1, 1)	        17	        18
      0.01	    (1, 1)	         2	        19
     0.018	    (1, 1)	         3	        19
     0.044	    (1, 1)	         4	        19
     0.056	    (1, 1)	         5	        19
     0.084	    (1, 1)	         6	        19
     0.112	    (1, 1)	         7	        19
     0.186	    (1, 1)	         8	        19
     0.222	    (1, 1)	         9	        19
     0.264	    (1, 1)	        10	        19
     0.344	    (1, 1)	        11	        19
      0.39	    (1, 1)	        12	        19
     0.434	    (1, 1)	        13	        19
     0.498	    (1, 1)	        14	        19
     0.642	    (1, 1)	        15	        19
     0.702	    (1, 1)	        16	        19
      0.79	    (1, 1)	        17	        19
     0.008	    (1, 1)	         2	        20
     0.022	    (1, 1)	         3	        20
     0.024	    (1, 1)	         4	        20
      0.04	    (1, 1)	         5	        20
      0.08	    (1, 1)	         6	        20
     0.128	    (1, 1)	         7	        20
      0.15	    (1, 1)	         8	        20
      0.19	    (1, 1)	         9	        20
     0.248	    (1, 1)	        10	        20
      0.27	    (1, 1)	        11	        20
     0.362	    (1, 1)	        12	        20
     0.402	    (1, 1)	        13	        20
     0.504	    (1, 1)	        14	        20
     0.498	    (1, 1)	        15	        20
      0.64	    (1, 1)	        16	        20
     0.716	    (1, 1)	        17	        20
     0.008	    (1, 1)	         2	        21
     0.008	    (1, 1)	         3	        21
     0.032	    (1, 1)	         4	        21
      0.05	    (1, 1)	         5	        21
     0.058	    (1, 1)	         6	        21
     0.068	    (1, 1)	         7	        21
     0.124	    (1, 1)	         8	        21
     0.168	    (1, 1)	         9	        21
     0.216	    (1, 1)	        10	        21
     0.234	    (1, 1)	        11	        21
     0.286	    (1, 1)	        12	        21
     0.342	    (1, 1)	        13	        21
     0.466	    (1, 1)	        14	        21
     0.492	    (1, 1)	        15	        21
      0.56	    (1, 1)	        16	        21
     0.624	    (1, 1)	        17	        21
     0.006	    (1, 1)	         2	        22
     0.014	    (1, 1)	         3	        22
     0.026	    (1, 1)	         4	        22
     0.034	    (1, 1)	         5	        22
     0.062	    (1, 1)	         6	        22
     0.098	    (1, 1)	         7	        22
     0.126	    (1, 1)	         8	        22
     0.154	    (1, 1)	         9	        22
     0.182	    (1, 1)	        10	        22
     0.246	    (1, 1)	        11	        22
     0.274	    (1, 1)	        12	        22
     0.354	    (1, 1)	        13	        22
     0.348	    (1, 1)	        14	        22
     0.462	    (1, 1)	        15	        22
     0.512	    (1, 1)	        16	        22
     0.556	    (1, 1)	        17	        22
     0.002	    (1, 1)	         2	        23
     0.016	    (1, 1)	         3	        23
     0.012	    (1, 1)	         4	        23
     0.028	    (1, 1)	         5	        23
     0.052	    (1, 1)	         6	        23
     0.082	    (1, 1)	         7	        23
     0.116	    (1, 1)	         8	        23
     0.158	    (1, 1)	         9	        23
      0.19	    (1, 1)	        10	        23
     0.198	    (1, 1)	        11	        23
     0.288	    (1, 1)	        12	        23
     0.298	    (1, 1)	        13	        23
     0.368	    (1, 1)	        14	        23
     0.408	    (1, 1)	        15	        23
     0.458	    (1, 1)	        16	        23
      0.56	    (1, 1)	        17	        23
     0.006	    (1, 1)	         2	        24
     0.026	    (1, 1)	         3	        24
     0.018	    (1, 1)	         4	        24
     0.042	    (1, 1)	         5	        24
     0.058	    (1, 1)	         6	        24
     0.062	    (1, 1)	         7	        24
     0.098	    (1, 1)	         8	        24
     0.128	    (1, 1)	         9	        24
     0.144	    (1, 1)	        10	        24
      0.21	    (1, 1)	        11	        24
     0.258	    (1, 1)	        12	        24
     0.242	    (1, 1)	        13	        24
     0.394	    (1, 1)	        14	        24
      0.41	    (1, 1)	        15	        24
      0.45	    (1, 1)	        16	        24
     0.498	    (1, 1)	        17	        24
     0.004	    (1, 1)	         2	        25
     0.014	    (1, 1)	         3	        25
     0.018	    (1, 1)	         4	        25
     0.042	    (1, 1)	         5	        25
     0.048	    (1, 1)	         6	        25
      0.06	    (1, 1)	         7	        25
     0.082	    (1, 1)	         8	        25
     0.122	    (1, 1)	         9	        25
      0.18	    (1, 1)	        10	        25
     0.174	    (1, 1)	        11	        25
     0.242	    (1, 1)	        12	        25
     0.254	    (1, 1)	        13	        25
     0.284	    (1, 1)	        14	        25
     0.342	    (1, 1)	        15	        25
     0.386	    (1, 1)	        16	        25
     0.506	    (1, 1)	        17	        25
     0.006	    (1, 1)	         2	        26
     0.014	    (1, 1)	         3	        26
      0.03	    (1, 1)	         4	        26
     0.026	    (1, 1)	         5	        26
     0.056	    (1, 1)	         6	        26
     0.068	    (1, 1)	         7	        26
     0.078	    (1, 1)	         8	        26
     0.114	    (1, 1)	         9	        26
     0.154	    (1, 1)	        10	        26
     0.152	    (1, 1)	        11	        26
     0.208	    (1, 1)	        12	        26
      0.22	    (1, 1)	        13	        26
     0.278	    (1, 1)	        14	        26
     0.332	    (1, 1)	        15	        26
     0.364	    (1, 1)	        16	        26
     0.428	    (1, 1)	        17	        26
     0.006	    (1, 1)	         2	        27
     0.006	    (1, 1)	         3	        27
      0.01	    (1, 1)	         4	        27
     0.024	    (1, 1)	         5	        27
     0.048	    (1, 1)	         6	        27
     0.064	    (1, 1)	         7	        27
     0.078	    (1, 1)	         8	        27
       0.1	    (1, 1)	         9	        27
     0.132	    (1, 1)	        10	        27
     0.172	    (1, 1)	        11	        27
      0.17	    (1, 1)	        12	        27
      0.21	    (1, 1)	        13	        27
     0.248	    (1, 1)	        14	        27
     0.282	    (1, 1)	        15	        27
     0.348	    (1, 1)	        16	        27
     0.372	    (1, 1)	        17	        27
     0.004	    (1, 1)	         2	        28
     0.008	    (1, 1)	         3	        28
     0.012	    (1, 1)	         4	        28
     0.026	    (1, 1)	         5	        28
      0.04	    (1, 1)	         6	        28
     0.064	    (1, 1)	         7	        28
     0.078	    (1, 1)	         8	        28
      0.08	    (1, 1)	         9	        28
     0.124	    (1, 1)	        10	        28
     0.138	    (1, 1)	        11	        28
     0.162	    (1, 1)	        12	        28
     0.228	    (1, 1)	        13	        28
     0.232	    (1, 1)	        14	        28
     0.294	    (1, 1)	        15	        28
     0.302	    (1, 1)	        16	        28
      0.37	    (1, 1)	        17	        28
       0.0	    (1, 1)	         2	        29
     0.014	    (1, 1)	         3	        29
     0.016	    (1, 1)	         4	        29
     0.024	    (1, 1)	         5	        29
      0.04	    (1, 1)	         6	        29
     0.044	    (1, 1)	         7	        29
     0.076	    (1, 1)	         8	        29
     0.096	    (1, 1)	         9	        29
     0.118	    (1, 1)	        10	        29
     0.126	    (1, 1)	        11	        29
     0.136	    (1, 1)	        12	        29
     0.198	    (1, 1)	        13	        29
     0.232	    (1, 1)	        14	        29
     0.276	    (1, 1)	        15	        29
     0.292	    (1, 1)	        16	        29
     0.322	    (1, 1)	        17	        29
       0.0	    (1, 1)	         2	        30
     0.006	    (1, 1)	         3	        30
     0.008	    (1, 1)	         4	        30
     0.028	    (1, 1)	         5	        30
     0.022	    (1, 1)	         6	        30
     0.066	    (1, 1)	         7	        30
     0.074	    (1, 1)	         8	        30
     0.084	    (1, 1)	         9	        30
      0.09	    (1, 1)	        10	        30
     0.114	    (1, 1)	        11	        30
     0.162	    (1, 1)	        12	        30
     0.166	    (1, 1)	        13	        30
     0.232	    (1, 1)	        14	        30
      0.25	    (1, 1)	        15	        30
     0.286	    (1, 1)	        16	        30
     0.288	    (1, 1)	        17	        30
     0.002	    (1, 1)	         2	        31
      0.01	    (1, 1)	         3	        31
     0.014	    (1, 1)	         4	        31
     0.028	    (1, 1)	         5	        31
     0.026	    (1, 1)	         6	        31
      0.05	    (1, 1)	         7	        31
      0.05	    (1, 1)	         8	        31
     0.074	    (1, 1)	         9	        31
     0.116	    (1, 1)	        10	        31
      0.11	    (1, 1)	        11	        31
     0.162	    (1, 1)	        12	        31
     0.182	    (1, 1)	        13	        31
     0.212	    (1, 1)	        14	        31
     0.228	    (1, 1)	        15	        31
      0.27	    (1, 1)	        16	        31
     0.264	    (1, 1)	        17	        31
     0.002	    (1, 1)	         2	        32
     0.006	    (1, 1)	         3	        32
     0.008	    (1, 1)	         4	        32
      0.02	    (1, 1)	         5	        32
      0.04	    (1, 1)	         6	        32
     0.042	    (1, 1)	         7	        32
     0.074	    (1, 1)	         8	        32
     0.072	    (1, 1)	         9	        32
     0.102	    (1, 1)	        10	        32
     0.128	    (1, 1)	        11	        32
     0.106	    (1, 1)	        12	        32
      0.16	    (1, 1)	        13	        32
     0.198	    (1, 1)	        14	        32
     0.182	    (1, 1)	        15	        32
     0.198	    (1, 1)	        16	        32
      0.27	    (1, 1)	        17	        32
     0.002	    (1, 1)	         2	        33
     0.008	    (1, 1)	         3	        33
     0.006	    (1, 1)	         4	        33
     0.018	    (1, 1)	         5	        33
     0.022	    (1, 1)	         6	        33
     0.026	    (1, 1)	         7	        33
     0.054	    (1, 1)	         8	        33
     0.068	    (1, 1)	         9	        33
     0.082	    (1, 1)	        10	        33
      0.11	    (1, 1)	        11	        33
     0.114	    (1, 1)	        12	        33
     0.164	    (1, 1)	        13	        33
      0.13	    (1, 1)	        14	        33
     0.162	    (1, 1)	        15	        33
      0.19	    (1, 1)	        16	        33
     0.284	    (1, 1)	        17	        33
     0.004	    (1, 1)	         2	        34
     0.006	    (1, 1)	         3	        34
     0.008	    (1, 1)	         4	        34
     0.036	    (1, 1)	         5	        34
     0.018	    (1, 1)	         6	        34
      0.05	    (1, 1)	         7	        34
     0.054	    (1, 1)	         8	        34
     0.056	    (1, 1)	         9	        34
     0.054	    (1, 1)	        10	        34
      0.12	    (1, 1)	        11	        34
      0.14	    (1, 1)	        12	        34
      0.14	    (1, 1)	        13	        34
     0.138	    (1, 1)	        14	        34
     0.184	    (1, 1)	        15	        34
     0.212	    (1, 1)	        16	        34
     0.224	    (1, 1)	        17	        34
     0.004	    (1, 1)	         2	        35
       0.0	    (1, 1)	         3	        35
     0.016	    (1, 1)	         4	        35
     0.024	    (1, 1)	         5	        35
     0.028	    (1, 1)	         6	        35
     0.034	    (1, 1)	         7	        35
      0.04	    (1, 1)	         8	        35
     0.052	    (1, 1)	         9	        35
     0.072	    (1, 1)	        10	        35
      0.08	    (1, 1)	        11	        35
     0.118	    (1, 1)	        12	        35
      0.13	    (1, 1)	        13	        35
     0.172	    (1, 1)	        14	        35
     0.182	    (1, 1)	        15	        35
     0.192	    (1, 1)	        16	        35
      0.24	    (1, 1)	        17	        35
       0.0	    (1, 1)	         2	        36
     0.002	    (1, 1)	         3	        36
     0.004	    (1, 1)	         4	        36
      0.01	    (1, 1)	         5	        36
     0.026	    (1, 1)	         6	        36
      0.03	    (1, 1)	         7	        36
     0.048	    (1, 1)	         8	        36
     0.054	    (1, 1)	         9	        36
      0.08	    (1, 1)	        10	        36
     0.084	    (1, 1)	        11	        36
     0.114	    (1, 1)	        12	        36
      0.14	    (1, 1)	        13	        36
     0.126	    (1, 1)	        14	        36
     0.176	    (1, 1)	        15	        36
     0.178	    (1, 1)	        16	        36
     0.222	    (1, 1)	        17	        36
       0.0	    (1, 1)	         2	        37
     0.008	    (1, 1)	         3	        37
     0.006	    (1, 1)	         4	        37
     0.016	    (1, 1)	         5	        37
     0.024	    (1, 1)	         6	        37
      0.04	    (1, 1)	         7	        37
     0.042	    (1, 1)	         8	        37
      0.05	    (1, 1)	         9	        37
     0.072	    (1, 1)	        10	        37
      0.08	    (1, 1)	        11	        37
      0.08	    (1, 1)	        12	        37
     0.112	    (1, 1)	        13	        37
     0.132	    (1, 1)	        14	        37
     0.134	    (1, 1)	        15	        37
      0.19	    (1, 1)	        16	        37
       0.2	    (1, 1)	        17	        37
       0.0	    (1, 1)	         2	        38
     0.002	    (1, 1)	         3	        38
      0.01	    (1, 1)	         4	        38
     0.014	    (1, 1)	         5	        38
      0.01	    (1, 1)	         6	        38
     0.024	    (1, 1)	         7	        38
      0.04	    (1, 1)	         8	        38
     0.058	    (1, 1)	         9	        38
     0.086	    (1, 1)	        10	        38
     0.094	    (1, 1)	        11	        38
     0.108	    (1, 1)	        12	        38
     0.118	    (1, 1)	        13	        38
     0.148	    (1, 1)	        14	        38
     0.156	    (1, 1)	        15	        38
     0.188	    (1, 1)	        16	        38
     0.224	    (1, 1)	        17	        38
       0.0	    (1, 1)	         2	        39
     0.008	    (1, 1)	         3	        39
     0.012	    (1, 1)	         4	        39
     0.014	    (1, 1)	         5	        39
     0.012	    (1, 1)	         6	        39
      0.03	    (1, 1)	         7	        39
     0.042	    (1, 1)	         8	        39
     0.046	    (1, 1)	         9	        39
     0.078	    (1, 1)	        10	        39
     0.072	    (1, 1)	        11	        39
     0.082	    (1, 1)	        12	        39
     0.104	    (1, 1)	        13	        39
     0.122	    (1, 1)	        14	        39
     0.164	    (1, 1)	        15	        39
      0.16	    (1, 1)	        16	        39
     0.192	    (1, 1)	        17	        39
     0.002	    (1, 1)	         2	        40
     0.002	    (1, 1)	         3	        40
     0.008	    (1, 1)	         4	        40
     0.006	    (1, 1)	         5	        40
      0.01	    (1, 1)	         6	        40
     0.032	    (1, 1)	         7	        40
      0.02	    (1, 1)	         8	        40
     0.048	    (1, 1)	         9	        40
     0.058	    (1, 1)	        10	        40
     0.064	    (1, 1)	        11	        40
     0.084	    (1, 1)	        12	        40
     0.082	    (1, 1)	        13	        40
     0.096	    (1, 1)	        14	        40
     0.138	    (1, 1)	        15	        40
     0.142	    (1, 1)	        16	        40
      0.16	    (1, 1)	        17	        40
     0.002	    (1, 1)	         2	        41
     0.004	    (1, 1)	         3	        41
     0.016	    (1, 1)	         4	        41
      0.02	    (1, 1)	         5	        41
     0.016	    (1, 1)	         6	        41
     0.032	    (1, 1)	         7	        41
     0.032	    (1, 1)	         8	        41
     0.042	    (1, 1)	         9	        41
     0.048	    (1, 1)	        10	        41
      0.06	    (1, 1)	        11	        41
      0.08	    (1, 1)	        12	        41
     0.104	    (1, 1)	        13	        41
     0.102	    (1, 1)	        14	        41
     0.136	    (1, 1)	        15	        41
     0.142	    (1, 1)	        16	        41
      0.17	    (1, 1)	        17	        41
     0.002	    (1, 1)	         2	        42
     0.002	    (1, 1)	         3	        42
     0.002	    (1, 1)	         4	        42
      0.01	    (1, 1)	         5	        42
     0.014	    (1, 1)	         6	        42
     0.018	    (1, 1)	         7	        42
     0.042	    (1, 1)	         8	        42
     0.054	    (1, 1)	         9	        42
     0.064	    (1, 1)	        10	        42
     0.082	    (1, 1)	        11	        42
     0.076	    (1, 1)	        12	        42
     0.062	    (1, 1)	        13	        42
      0.11	    (1, 1)	        14	        42
     0.112	    (1, 1)	        15	        42
     0.116	    (1, 1)	        16	        42
     0.164	    (1, 1)	        17	        42
       0.0	    (1, 1)	         2	        43
     0.002	    (1, 1)	         3	        43
     0.004	    (1, 1)	         4	        43
      0.01	    (1, 1)	         5	        43
     0.008	    (1, 1)	         6	        43
     0.014	    (1, 1)	         7	        43
     0.034	    (1, 1)	         8	        43
     0.044	    (1, 1)	         9	        43
     0.032	    (1, 1)	        10	        43
     0.058	    (1, 1)	        11	        43
     0.074	    (1, 1)	        12	        43
      0.08	    (1, 1)	        13	        43
     0.116	    (1, 1)	        14	        43
     0.104	    (1, 1)	        15	        43
     0.128	    (1, 1)	        16	        43
      0.15	    (1, 1)	        17	        43
     0.002	    (1, 1)	         2	        44
     0.002	    (1, 1)	         3	        44
     0.004	    (1, 1)	         4	        44
     0.012	    (1, 1)	         5	        44
      0.02	    (1, 1)	         6	        44
      0.02	    (1, 1)	         7	        44
     0.052	    (1, 1)	         8	        44
     0.034	    (1, 1)	         9	        44
      0.07	    (1, 1)	        10	        44
     0.056	    (1, 1)	        11	        44
      0.06	    (1, 1)	        12	        44
     0.094	    (1, 1)	        13	        44
      0.11	    (1, 1)	        14	        44
     0.098	    (1, 1)	        15	        44
      0.11	    (1, 1)	        16	        44
     0.134	    (1, 1)	        17	        44
     0.002	    (1, 1)	         2	        45
     0.006	    (1, 1)	         3	        45
     0.012	    (1, 1)	         4	        45
     0.006	    (1, 1)	         5	        45
      0.01	    (1, 1)	         6	        45
     0.022	    (1, 1)	         7	        45
     0.022	    (1, 1)	         8	        45
     0.044	    (1, 1)	         9	        45
      0.05	    (1, 1)	        10	        45
      0.07	    (1, 1)	        11	        45
     0.072	    (1, 1)	        12	        45
     0.078	    (1, 1)	        13	        45
     0.096	    (1, 1)	        14	        45
     0.106	    (1, 1)	        15	        45
     0.136	    (1, 1)	        16	        45
     0.156	    (1, 1)	        17	        45
       0.0	    (1, 1)	         2	        46
     0.004	    (1, 1)	         3	        46
       0.0	    (1, 1)	         4	        46
     0.008	    (1, 1)	         5	        46
     0.008	    (1, 1)	         6	        46
      0.02	    (1, 1)	         7	        46
     0.034	    (1, 1)	         8	        46
     0.022	    (1, 1)	         9	        46
      0.05	    (1, 1)	        10	        46
     0.068	    (1, 1)	        11	        46
     0.068	    (1, 1)	        12	        46
      0.09	    (1, 1)	        13	        46
     0.102	    (1, 1)	        14	        46
      0.12	    (1, 1)	        15	        46
     0.136	    (1, 1)	        16	        46
     0.126	    (1, 1)	        17	        46
     0.002	    (1, 1)	         2	        47
       0.0	    (1, 1)	         3	        47
     0.008	    (1, 1)	         4	        47
      0.01	    (1, 1)	         5	        47
     0.018	    (1, 1)	         6	        47
      0.02	    (1, 1)	         7	        47
     0.028	    (1, 1)	         8	        47
     0.034	    (1, 1)	         9	        47
     0.032	    (1, 1)	        10	        47
     0.068	    (1, 1)	        11	        47
     0.058	    (1, 1)	        12	        47
     0.092	    (1, 1)	        13	        47
      0.08	    (1, 1)	        14	        47
     0.104	    (1, 1)	        15	        47
      0.13	    (1, 1)	        16	        47
     0.116	    (1, 1)	        17	        47
       0.0	    (1, 1)	         2	        48
     0.002	    (1, 1)	         3	        48
      0.01	    (1, 1)	         4	        48
      0.01	    (1, 1)	         5	        48
     0.024	    (1, 1)	         6	        48
     0.008	    (1, 1)	         7	        48
     0.022	    (1, 1)	         8	        48
     0.034	    (1, 1)	         9	        48
     0.028	    (1, 1)	        10	        48
     0.056	    (1, 1)	        11	        48
     0.048	    (1, 1)	        12	        48
     0.062	    (1, 1)	        13	        48
     0.092	    (1, 1)	        14	        48
     0.104	    (1, 1)	        15	        48
     0.108	    (1, 1)	        16	        48
     0.132	    (1, 1)	        17	        48
     0.004	    (1, 1)	         2	        49
     0.008	    (1, 1)	         3	        49
     0.002	    (1, 1)	         4	        49
       0.0	    (1, 1)	         5	        49
     0.004	    (1, 1)	         6	        49
     0.006	    (1, 1)	         7	        49
     0.028	    (1, 1)	         8	        49
     0.034	    (1, 1)	         9	        49
     0.038	    (1, 1)	        10	        49
     0.066	    (1, 1)	        11	        49
     0.074	    (1, 1)	        12	        49
     0.078	    (1, 1)	        13	        49
      0.09	    (1, 1)	        14	        49
