probability	num_empty_space	num_suit_left	num_to_draw	deck_size
        0.212	            4	           12	            8	           37
        0.342	            4	           12	            9	           37
        0.384	            4	           12	           10	           37
        0.508	            4	           12	           11	           37
         0.58	            4	           12	           12	           37
        0.702	            4	           12	           13	           37
        0.772	            4	           12	           14	           37
        0.826	            4	           12	           15	           37
        0.892	            4	           12	           16	           37
        0.948	            4	           12	           17	           37
        0.006	            4	           12	            4	           38
        0.032	            4	           12	            5	           38
        0.064	            4	           12	            6	           38
        0.114	            4	           12	            7	           38
        0.238	            4	           12	            8	           38
        0.278	            4	           12	            9	           38
        0.378	            4	           12	           10	           38
        0.464	            4	           12	           11	           38
        0.584	            4	           12	           12	           38
        0.678	            4	           12	           13	           38
        0.744	            4	           12	           14	           38
        0.822	            4	           12	           15	           38
         0.86	            4	           12	           16	           38
        0.936	            4	           12	           17	           38
        0.004	            4	           12	            4	           39
        0.034	            4	           12	            5	           39
        0.084	            4	           12	            6	           39
         0.12	            4	           12	            7	           39
        0.156	            4	           12	            8	           39
        0.276	            4	           12	            9	           39
        0.322	            4	           12	           10	           39
        0.428	            4	           12	           11	           39
         0.58	            4	           12	           12	           39
        0.616	            4	           12	           13	           39
        0.728	            4	           12	           14	           39
        0.812	            4	           12	           15	           39
        0.848	            4	           12	           16	           39
        0.896	            4	           12	           17	           39
        0.008	            4	           12	            4	           40
         0.02	            4	           12	            5	           40
        0.068	            4	           12	            6	           40
        0.116	            4	           12	            7	           40
        0.168	            4	           12	            8	           40
        0.238	            4	           12	            9	           40
        0.382	            4	           12	           10	           40
        0.396	            4	           12	           11	           40
        0.508	            4	           12	           12	           40
        0.646	            4	           12	           13	           40
        0.722	            4	           12	           14	           40
        0.736	            4	           12	           15	           40
        0.846	            4	           12	           16	           40
        0.866	            4	           12	           17	           40
        0.008	            4	           12	            4	           41
         0.02	            4	           12	            5	           41
        0.058	            4	           12	            6	           41
        0.082	            4	           12	            7	           41
        0.158	            4	           12	            8	           41
        0.256	            4	           12	            9	           41
        0.342	            4	           12	           10	           41
        0.362	            4	           12	           11	           41
        0.508	            4	           12	           12	           41
        0.572	            4	           12	           13	           41
         0.64	            4	           12	           14	           41
        0.698	            4	           12	           15	           41
        0.804	            4	           12	           16	           41
        0.842	            4	           12	           17	           41
        0.004	            4	           12	            4	           42
        0.016	            4	           12	            5	           42
        0.054	            4	           12	            6	           42
        0.078	            4	           12	            7	           42
        0.146	            4	           12	            8	           42
        0.238	            4	           12	            9	           42
          0.3	            4	           12	           10	           42
        0.374	            4	           12	           11	           42
        0.446	            4	           12	           12	           42
        0.574	            4	           12	           13	           42
        0.608	            4	           12	           14	           42
        0.684	            4	           12	           15	           42
        0.764	            4	           12	           16	           42
        0.842	            4	           12	           17	           42
        0.004	            4	           12	            4	           43
        0.014	            4	           12	            5	           43
         0.04	            4	           12	            6	           43
         0.08	            4	           12	            7	           43
        0.148	            4	           12	            8	           43
        0.202	            4	           12	            9	           43
        0.306	            4	           12	           10	           43
        0.354	            4	           12	           11	           43
        0.426	            4	           12	           12	           43
        0.522	            4	           12	           13	           43
        0.618	            4	           12	           14	           43
        0.698	            4	           12	           15	           43
        0.736	            4	           12	           16	           43
          0.8	            4	           12	           17	           43
        0.008	            4	           12	            4	           44
        0.016	            4	           12	            5	           44
        0.038	            4	           12	            6	           44
        0.068	            4	           12	            7	           44
         0.12	            4	           12	            8	           44
        0.184	            4	           12	            9	           44
         0.26	            4	           12	           10	           44
         0.36	            4	           12	           11	           44
        0.428	            4	           12	           12	           44
        0.464	            4	           12	           13	           44
        0.588	            4	           12	           14	           44
        0.642	            4	           12	           15	           44
        0.702	            4	           12	           16	           44
        0.786	            4	           12	           17	           44
        0.004	            4	           12	            4	           45
        0.018	            4	           12	            5	           45
         0.03	            4	           12	            6	           45
        0.084	            4	           12	            7	           45
        0.142	            4	           12	            8	           45
        0.188	            4	           12	            9	           45
        0.242	            4	           12	           10	           45
         0.35	            4	           12	           11	           45
        0.408	            4	           12	           12	           45
        0.428	            4	           12	           13	           45
         0.52	            4	           12	           14	           45
        0.632	            4	           12	           15	           45
         0.68	            4	           12	           16	           45
        0.758	            4	           12	           17	           45
        0.006	            4	           12	            4	           46
        0.012	            4	           12	            5	           46
        0.036	            4	           12	            6	           46
        0.072	            4	           12	            7	           46
        0.088	            4	           12	            8	           46
        0.144	            4	           12	            9	           46
        0.214	            4	           12	           10	           46
        0.258	            4	           12	           11	           46
        0.382	            4	           12	           12	           46
         0.45	            4	           12	           13	           46
        0.508	            4	           12	           14	           46
        0.602	            4	           12	           15	           46
        0.658	            4	           12	           16	           46
         0.73	            4	           12	           17	           46
        0.002	            4	           12	            4	           47
        0.006	            4	           12	            5	           47
        0.034	            4	           12	            6	           47
        0.066	            4	           12	            7	           47
        0.104	            4	           12	            8	           47
        0.178	            4	           12	            9	           47
        0.188	            4	           12	           10	           47
        0.264	            4	           12	           11	           47
        0.326	            4	           12	           12	           47
        0.416	            4	           12	           13	           47
        0.506	            4	           12	           14	           47
        0.604	            4	           12	           15	           47
        0.654	            4	           12	           16	           47
        0.752	            4	           12	           17	           47
          0.0	            4	           12	            4	           48
         0.01	            4	           12	            5	           48
        0.036	            4	           12	            6	           48
         0.06	            4	           12	            7	           48
        0.056	            4	           12	            8	           48
          0.1	            4	           12	            9	           48
        0.206	            4	           12	           10	           48
        0.244	            4	           12	           11	           48
        0.332	            4	           12	           12	           48
        0.384	            4	           12	           13	           48
        0.476	            4	           12	           14	           48
         0.57	            4	           12	           15	           48
        0.612	            4	           12	           16	           48
        0.716	            4	           12	           17	           48
        0.002	            4	           12	            4	           49
        0.006	            4	           12	            5	           49
        0.038	            4	           12	            6	           49
         0.05	            4	           12	            7	           49
        0.066	            4	           12	            8	           49
        0.136	            4	           12	            9	           49
        0.184	            4	           12	           10	           49
        0.288	            4	           12	           11	           49
        0.316	            4	           12	           12	           49
        0.382	            4	           12	           13	           49
         0.49	            4	           12	           14	           49
         0.58	            4	           12	           15	           49
        0.638	            4	           12	           16	           49
        0.664	            4	           12	           17	           49
          0.0	            4	           12	            4	           50
        0.014	            4	           12	            5	           50
        0.034	            4	           12	            6	           50
        0.056	            4	           12	            7	           50
        0.092	            4	           12	            8	           50
        0.152	            4	           12	            9	           50
        0.212	            4	           12	           10	           50
        0.244	            4	           12	           11	           50
         0.28	            4	           12	           12	           50
        0.418	            4	           12	           13	           50
        0.408	            4	           12	           14	           50
        0.498	            4	           12	           15	           50
        0.606	            4	           12	           16	           50
        0.648	            4	           12	           17	           50
        0.002	            4	           12	            4	           51
        0.012	            4	           12	            5	           51
        0.012	            4	           12	            6	           51
        0.024	            4	           12	            7	           51
        0.064	            4	           12	            8	           51
         0.15	            4	           12	            9	           51
        0.144	            4	           12	           10	           51
        0.232	            4	           12	           11	           51
        0.324	            4	           12	           12	           51
        0.338	            4	           12	           13	           51
         0.39	            4	           12	           14	           51
        0.494	            4	           12	           15	           51
        0.588	            4	           12	           16	           51
        0.626	            4	           12	           17	           51
        0.002	            4	           12	            4	           52
        0.006	            4	           12	            5	           52
         0.01	            4	           12	            6	           52
        0.042	            4	           12	            7	           52
        0.058	            4	           12	            8	           52
        0.082	            4	           12	            9	           52
        0.164	            4	           12	           10	           52
        0.232	            4	           12	           11	           52
        0.288	            4	           12	           12	           52
        0.388	            4	           12	           13	           52
        0.456	            4	           12	           14	           52
        0.504	            4	           12	           15	           52
        0.546	            4	           12	           16	           52
        0.686	            4	           12	           17	           52
        0.218	            4	           13	            4	           18
        0.572	            4	           13	            5	           18
         0.82	            4	           13	            6	           18
        0.952	            4	           13	            7	           18
        0.996	            4	           13	            8	           18
          1.0	            4	           13	            9	           18
          1.0	            4	           13	           10	           18
          1.0	            4	           13	           11	           18
          1.0	            4	           13	           12	           18
          1.0	            4	           13	           13	           18
          1.0	            4	           13	           14	           18
          1.0	            4	           13	           15	           18
          1.0	            4	           13	           16	           18
          1.0	            4	           13	           17	           18
        0.188	            4	           13	            4	           19
         0.48	            4	           13	            5	           19
        0.738	            4	           13	            6	           19
        0.904	            4	           13	            7	           19
        0.976	            4	           13	            8	           19
        0.998	            4	           13	            9	           19
          1.0	            4	           13	           10	           19
          1.0	            4	           13	           11	           19
          1.0	            4	           13	           12	           19
          1.0	            4	           13	           13	           19
          1.0	            4	           13	           14	           19
          1.0	            4	           13	           15	           19
          1.0	            4	           13	           16	           19
          1.0	            4	           13	           17	           19
        0.136	            4	           13	            4	           20
        0.394	            4	           13	            5	           20
        0.678	            4	           13	            6	           20
        0.828	            4	           13	            7	           20
         0.93	            4	           13	            8	           20
        0.992	            4	           13	            9	           20
        0.998	            4	           13	           10	           20
          1.0	            4	           13	           11	           20
          1.0	            4	           13	           12	           20
          1.0	            4	           13	           13	           20
          1.0	            4	           13	           14	           20
          1.0	            4	           13	           15	           20
          1.0	            4	           13	           16	           20
          1.0	            4	           13	           17	           20
        0.102	            4	           13	            4	           21
        0.306	            4	           13	            5	           21
        0.566	            4	           13	            6	           21
        0.778	            4	           13	            7	           21
        0.918	            4	           13	            8	           21
        0.958	            4	           13	            9	           21
        0.994	            4	           13	           10	           21
          1.0	            4	           13	           11	           21
          1.0	            4	           13	           12	           21
          1.0	            4	           13	           13	           21
          1.0	            4	           13	           14	           21
          1.0	            4	           13	           15	           21
          1.0	            4	           13	           16	           21
          1.0	            4	           13	           17	           21
        0.114	            4	           13	            4	           22
          0.3	            4	           13	            5	           22
          0.5	            4	           13	            6	           22
         0.72	            4	           13	            7	           22
        0.868	            4	           13	            8	           22
        0.966	            4	           13	            9	           22
        0.994	            4	           13	           10	           22
        0.996	            4	           13	           11	           22
        0.998	            4	           13	           12	           22
          1.0	            4	           13	           13	           22
          1.0	            4	           13	           14	           22
          1.0	            4	           13	           15	           22
          1.0	            4	           13	           16	           22
          1.0	            4	           13	           17	           22
         0.11	            4	           13	            4	           23
        0.224	            4	           13	            5	           23
        0.498	            4	           13	            6	           23
         0.67	            4	           13	            7	           23
         0.82	            4	           13	            8	           23
        0.898	            4	           13	            9	           23
        0.976	            4	           13	           10	           23
        0.996	            4	           13	           11	           23
        0.992	            4	           13	           12	           23
          1.0	            4	           13	           13	           23
          1.0	            4	           13	           14	           23
          1.0	            4	           13	           15	           23
          1.0	            4	           13	           16	           23
          1.0	            4	           13	           17	           23
        0.064	            4	           13	            4	           24
         0.23	            4	           13	            5	           24
        0.438	            4	           13	            6	           24
        0.594	            4	           13	            7	           24
        0.754	            4	           13	            8	           24
        0.874	            4	           13	            9	           24
        0.948	            4	           13	           10	           24
         0.98	            4	           13	           11	           24
        0.998	            4	           13	           12	           24
          1.0	            4	           13	           13	           24
          1.0	            4	           13	           14	           24
          1.0	            4	           13	           15	           24
          1.0	            4	           13	           16	           24
          1.0	            4	           13	           17	           24
         0.05	            4	           13	            4	           25
        0.182	            4	           13	            5	           25
        0.344	            4	           13	            6	           25
        0.578	            4	           13	            7	           25
         0.74	            4	           13	            8	           25
        0.824	            4	           13	            9	           25
         0.93	            4	           13	           10	           25
         0.97	            4	           13	           11	           25
        0.988	            4	           13	           12	           25
        0.994	            4	           13	           13	           25
        0.998	            4	           13	           14	           25
          1.0	            4	           13	           15	           25
          1.0	            4	           13	           16	           25
          1.0	            4	           13	           17	           25
        0.054	            4	           13	            4	           26
        0.186	            4	           13	            5	           26
        0.298	            4	           13	            6	           26
         0.55	            4	           13	            7	           26
        0.678	            4	           13	            8	           26
        0.784	            4	           13	            9	           26
         0.88	            4	           13	           10	           26
        0.938	            4	           13	           11	           26
        0.966	            4	           13	           12	           26
        0.992	            4	           13	           13	           26
          1.0	            4	           13	           14	           26
          1.0	            4	           13	           15	           26
          1.0	            4	           13	           16	           26
          1.0	            4	           13	           17	           26
        0.036	            4	           13	            4	           27
        0.134	            4	           13	            5	           27
        0.294	            4	           13	            6	           27
        0.444	            4	           13	            7	           27
        0.664	            4	           13	            8	           27
        0.746	            4	           13	            9	           27
        0.854	            4	           13	           10	           27
        0.922	            4	           13	           11	           27
        0.944	            4	           13	           12	           27
        0.988	            4	           13	           13	           27
        0.994	            4	           13	           14	           27
          1.0	            4	           13	           15	           27
          1.0	            4	           13	           16	           27
          1.0	            4	           13	           17	           27
         0.03	            4	           13	            4	           28
        0.124	            4	           13	            5	           28
         0.28	            4	           13	            6	           28
        0.406	            4	           13	            7	           28
        0.586	            4	           13	            8	           28
         0.72	            4	           13	            9	           28
         0.82	            4	           13	           10	           28
        0.874	            4	           13	           11	           28
        0.918	            4	           13	           12	           28
        0.972	            4	           13	           13	           28
         0.99	            4	           13	           14	           28
        0.998	            4	           13	           15	           28
        0.998	            4	           13	           16	           28
          1.0	            4	           13	           17	           28
        0.034	            4	           13	            4	           29
        0.086	            4	           13	            5	           29
         0.21	            4	           13	            6	           29
        0.348	            4	           13	            7	           29
        0.522	            4	           13	            8	           29
        0.676	            4	           13	            9	           29
        0.792	            4	           13	           10	           29
         0.88	            4	           13	           11	           29
        0.918	            4	           13	           12	           29
        0.968	            4	           13	           13	           29
        0.976	            4	           13	           14	           29
        0.994	            4	           13	           15	           29
          1.0	            4	           13	           16	           29
        0.994	            4	           13	           17	           29
        0.026	            4	           13	            4	           30
        0.088	            4	           13	            5	           30
          0.2	            4	           13	            6	           30
        0.382	            4	           13	            7	           30
        0.474	            4	           13	            8	           30
         0.64	            4	           13	            9	           30
        0.764	            4	           13	           10	           30
        0.814	            4	           13	           11	           30
          0.9	            4	           13	           12	           30
        0.952	            4	           13	           13	           30
        0.972	            4	           13	           14	           30
        0.986	            4	           13	           15	           30
        0.994	            4	           13	           16	           30
        0.996	            4	           13	           17	           30
        0.016	            4	           13	            4	           31
         0.08	            4	           13	            5	           31
        0.156	            4	           13	            6	           31
        0.332	            4	           13	            7	           31
        0.406	            4	           13	            8	           31
        0.588	            4	           13	            9	           31
        0.722	            4	           13	           10	           31
        0.832	            4	           13	           11	           31
        0.878	            4	           13	           12	           31
        0.932	            4	           13	           13	           31
        0.958	            4	           13	           14	           31
        0.978	            4	           13	           15	           31
        0.996	            4	           13	           16	           31
        0.998	            4	           13	           17	           31
        0.014	            4	           13	            4	           32
        0.086	            4	           13	            5	           32
        0.152	            4	           13	            6	           32
        0.272	            4	           13	            7	           32
        0.408	            4	           13	            8	           32
         0.53	            4	           13	            9	           32
        0.654	            4	           13	           10	           32
        0.774	            4	           13	           11	           32
        0.832	            4	           13	           12	           32
         0.93	            4	           13	           13	           32
        0.938	            4	           13	           14	           32
        0.968	            4	           13	           15	           32
        0.986	            4	           13	           16	           32
        0.994	            4	           13	           17	           32
        0.022	            4	           13	            4	           33
        0.064	            4	           13	            5	           33
        0.176	            4	           13	            6	           33
        0.282	            4	           13	            7	           33
         0.35	            4	           13	            8	           33
        0.522	            4	           13	            9	           33
        0.616	            4	           13	           10	           33
        0.742	            4	           13	           11	           33
        0.816	            4	           13	           12	           33
        0.886	            4	           13	           13	           33
        0.926	            4	           13	           14	           33
         0.97	            4	           13	           15	           33
        0.972	            4	           13	           16	           33
        0.988	            4	           13	           17	           33
        0.024	            4	           13	            4	           34
        0.058	            4	           13	            5	           34
        0.154	            4	           13	            6	           34
        0.254	            4	           13	            7	           34
        0.332	            4	           13	            8	           34
        0.498	            4	           13	            9	           34
        0.606	            4	           13	           10	           34
        0.706	            4	           13	           11	           34
        0.784	            4	           13	           12	           34
         0.86	            4	           13	           13	           34
        0.894	            4	           13	           14	           34
        0.948	            4	           13	           15	           34
        0.986	            4	           13	           16	           34
        0.994	            4	           13	           17	           34
        0.016	            4	           13	            4	           35
        0.068	            4	           13	            5	           35
         0.11	            4	           13	            6	           35
        0.206	            4	           13	            7	           35
        0.346	            4	           13	            8	           35
        0.456	            4	           13	            9	           35
        0.566	            4	           13	           10	           35
        0.668	            4	           13	           11	           35
        0.744	            4	           13	           12	           35
        0.842	            4	           13	           13	           35
        0.894	            4	           13	           14	           35
        0.922	            4	           13	           15	           35
        0.962	            4	           13	           16	           35
        0.976	            4	           13	           17	           35
        0.008	            4	           13	            4	           36
        0.058	            4	           13	            5	           36
        0.104	            4	           13	            6	           36
        0.166	            4	           13	            7	           36
        0.262	            4	           13	            8	           36
        0.432	            4	           13	            9	           36
        0.516	            4	           13	           10	           36
         0.62	            4	           13	           11	           36
        0.718	            4	           13	           12	           36
        0.786	            4	           13	           13	           36
        0.868	            4	           13	           14	           36
        0.908	            4	           13	           15	           36
        0.954	            4	           13	           16	           36
        0.968	            4	           13	           17	           36
        0.012	            4	           13	            4	           37
         0.04	            4	           13	            5	           37
        0.116	            4	           13	            6	           37
        0.216	            4	           13	            7	           37
        0.278	            4	           13	            8	           37
        0.368	            4	           13	            9	           37
        0.514	            4	           13	           10	           37
         0.62	            4	           13	           11	           37
        0.668	            4	           13	           12	           37
        0.794	            4	           13	           13	           37
        0.824	            4	           13	           14	           37
          0.9	            4	           13	           15	           37
        0.938	            4	           13	           16	           37
        0.968	            4	           13	           17	           37
        0.004	            4	           13	            4	           38
        0.048	            4	           13	            5	           38
        0.084	            4	           13	            6	           38
        0.192	            4	           13	            7	           38
        0.238	            4	           13	            8	           38
        0.364	            4	           13	            9	           38
        0.454	            4	           13	           10	           38
         0.56	            4	           13	           11	           38
        0.644	            4	           13	           12	           38
        0.728	            4	           13	           13	           38
         0.83	            4	           13	           14	           38
         0.88	            4	           13	           15	           38
        0.914	            4	           13	           16	           38
        0.952	            4	           13	           17	           38
        0.006	            4	           13	            4	           39
        0.034	            4	           13	            5	           39
         0.06	            4	           13	            6	           39
         0.13	            4	           13	            7	           39
        0.266	            4	           13	            8	           39
        0.348	            4	           13	            9	           39
        0.432	            4	           13	           10	           39
        0.558	            4	           13	           11	           39
        0.646	            4	           13	           12	           39
        0.704	            4	           13	           13	           39
        0.786	            4	           13	           14	           39
        0.844	            4	           13	           15	           39
        0.898	            4	           13	           16	           39
        0.954	            4	           13	           17	           39
        0.016	            4	           13	            4	           40
        0.022	            4	           13	            5	           40
         0.08	            4	           13	            6	           40
        0.138	            4	           13	            7	           40
         0.23	            4	           13	            8	           40
        0.308	            4	           13	            9	           40
        0.438	            4	           13	           10	           40
        0.526	            4	           13	           11	           40
        0.588	            4	           13	           12	           40
        0.708	            4	           13	           13	           40
        0.788	            4	           13	           14	           40
         0.83	            4	           13	           15	           40
        0.874	            4	           13	           16	           40
        0.916	            4	           13	           17	           40
        0.014	            4	           13	            4	           41
         0.03	            4	           13	            5	           41
         0.07	            4	           13	            6	           41
        0.118	            4	           13	            7	           41
        0.196	            4	           13	            8	           41
        0.304	            4	           13	            9	           41
         0.43	            4	           13	           10	           41
        0.468	            4	           13	           11	           41
        0.564	            4	           13	           12	           41
        0.636	            4	           13	           13	           41
        0.704	            4	           13	           14	           41
        0.832	            4	           13	           15	           41
        0.854	            4	           13	           16	           41
        0.896	            4	           13	           17	           41
        0.008	            4	           13	            4	           42
        0.018	            4	           13	            5	           42
        0.062	            4	           13	            6	           42
        0.112	            4	           13	            7	           42
        0.192	            4	           13	            8	           42
        0.308	            4	           13	            9	           42
          0.4	            4	           13	           10	           42
        0.466	            4	           13	           11	           42
        0.512	            4	           13	           12	           42
        0.622	            4	           13	           13	           42
        0.738	            4	           13	           14	           42
        0.764	            4	           13	           15	           42
        0.874	            4	           13	           16	           42
        0.906	            4	           13	           17	           42
        0.008	            4	           13	            4	           43
         0.03	            4	           13	            5	           43
        0.046	            4	           13	            6	           43
        0.114	            4	           13	            7	           43
        0.198	            4	           13	            8	           43
        0.284	            4	           13	            9	           43
        0.334	            4	           13	           10	           43
        0.424	            4	           13	           11	           43
        0.544	            4	           13	           12	           43
        0.598	            4	           13	           13	           43
         0.72	            4	           13	           14	           43
        0.736	            4	           13	           15	           43
        0.818	            4	           13	           16	           43
        0.886	            4	           13	           17	           43
        0.004	            4	           13	            4	           44
        0.012	            4	           13	            5	           44
        0.072	            4	           13	            6	           44
          0.1	            4	           13	            7	           44
        0.144	            4	           13	            8	           44
        0.234	            4	           13	            9	           44
        0.332	            4	           13	           10	           44
         0.39	            4	           13	           11	           44
        0.494	            4	           13	           12	           44
        0.632	            4	           13	           13	           44
        0.658	            4	           13	           14	           44
        0.746	            4	           13	           15	           44
        0.802	            4	           13	           16	           44
        0.826	            4	           13	           17	           44
         0.01	            4	           13	            4	           45
         0.02	            4	           13	            5	           45
        0.056	            4	           13	            6	           45
         0.11	            4	           13	            7	           45
        0.126	            4	           13	            8	           45
        0.228	            4	           13	            9	           45
        0.316	            4	           13	           10	           45
        0.364	            4	           13	           11	           45
          0.5	            4	           13	           12	           45
        0.542	            4	           13	           13	           45
        0.656	            4	           13	           14	           45
        0.702	            4	           13	           15	           45
        0.748	            4	           13	           16	           45
        0.812	            4	           13	           17	           45
        0.002	            4	           13	            4	           46
        0.018	            4	           13	            5	           46
        0.032	            4	           13	            6	           46
          0.1	            4	           13	            7	           46
         0.15	            4	           13	            8	           46
        0.198	            4	           13	            9	           46
        0.284	            4	           13	           10	           46
        0.374	            4	           13	           11	           46
        0.424	            4	           13	           12	           46
        0.552	            4	           13	           13	           46
        0.616	            4	           13	           14	           46
        0.686	            4	           13	           15	           46
        0.732	            4	           13	           16	           46
         0.79	            4	           13	           17	           46
        0.006	            4	           13	            4	           47
         0.01	            4	           13	            5	           47
         0.03	            4	           13	            6	           47
        0.066	            4	           13	            7	           47
        0.122	            4	           13	            8	           47
        0.218	            4	           13	            9	           47
        0.278	            4	           13	           10	           47
        0.364	            4	           13	           11	           47
         0.44	            4	           13	           12	           47
          0.5	            4	           13	           13	           47
        0.596	            4	           13	           14	           47
        0.662	            4	           13	           15	           47
          0.7	            4	           13	           16	           47
         0.75	            4	           13	           17	           47
        0.002	            4	           13	            4	           48
        0.018	            4	           13	            5	           48
        0.034	            4	           13	            6	           48
